ID_NUMBER,REL_NUM,CL_SUMMARY_TYPE,CTR_OPERATOR_BIC,CRANE_ID,NO_OF_MOVES,MOVE_DESCRIPTION,TYPE_OF_MOVE,EQ_TYPE,CONTAINER_SIZE,EMPTY_FULL,DEEP_SHORT_SEA,TRANSHIPMENT_FLAG,FK_TERMINAL_CALL,FK_TDR_REL
33,1,O,HLC,,96,RDR_FUL_40,RDR,CN,40,FUL,D,,33,1
33,1,O,HLC,,54,RSOB_FUL_45,RSOB,CN,45,FUL,D,,33,1
33,1,O,HLC,,43,TSM_FUL_40,TSM,CN,40,FUL,,Y,33,1
33,1,V,,,94,TTL_HCV,,HCV,,,,,33,1
33,1,C,,Q01,848,TTL_MOVES,,,,,,,33,1
33,1,C,,Q02,848,TTL_MOVES,,,,,,,33,1
33,1,C,,Q03,849,TTL_MOVES,,,,,,,33,1
33,1,C,,Q04,849,TTL_MOVES,,,,,,,33,1
34,1,O,MSK,,305,LOAD_FUL_20,LOAD,CN,20,FUL,D,,34,1
34,1,O,MSK,,320,DISC_FUL_45,DISC,CN,45,FUL,D,Y,34,1
34,1,O,MSK,,69,RDR_FUL_45,RDR,CN,45,FUL,,,34,1
34,1,O,MSK,,38,RSOB_FUL_45,RSOB,CN,45,FUL,S,,34,1
34,1,O,MSK,,31,TSM_FUL_45,TSM,CN,45,FUL,,Y,34,1
34,1,O,ONE,,183,LOAD_FUL_45,LOAD,CN,45,FUL,,,34,1
34,1,O,ONE,,192,DISC_MT_40,DISC,CN,40,MT,D,Y,34,1
34,1,O,ONE,,41,RDR_MT_45,RDR,CN,45,MT,D,,34,1
34,1,O,ONE,,23,RSOB_FUL_45,RSOB,CN,45,FUL,S,,34,1
34,1,O,ONE,,18,TSM_FUL_40,TSM,CN,40,FUL,,Y,34,1
34,1,O,ONE,,1,MCR_FUL_45,MCR,CN,45,FUL,S,,34,1
34,1,O,CMA,,46,LOAD_FUL_45,LOAD,CN,45,FUL,S,,34,1
34,1,O,CMA,,48,DISC_FUL_20,DISC,CN,20,FUL,D,,34,1
34,1,O,CMA,,10,RDR_FUL_20,RDR,CN,20,FUL,,,34,1
34,1,O,CMA,,6,RSOB_FUL_45,RSOB,CN,45,FUL,,,34,1
34,1,O,CMA,,4,TSM_FUL_45,TSM,CN,45,FUL,S,Y,34,1
34,1,O,YML,,61,LOAD_FUL_45,LOAD,CN,45,FUL,D,,34,1
34,1,O,YML,,64,DISC_FUL_40,DISC,CN,40,FUL,S,,34,1
34,1,O,YML,,14,RDR_FUL_20,RDR,CN,20,FUL,S,,34,1
34,1,O,YML,,8,RSOB_MT_20,RSOB,CN,20,MT,D,,34,1
34,1,O,YML,,5,TSM_FUL_20,TSM,CN,20,FUL,D,Y,34,1
34,1,O,MSC,,274,LOAD_MT_20,LOAD,CN,20,MT,,,34,1
34,1,O,MSC,,288,DISC_FUL_40,DISC,CN,40,FUL,,,34,1
34,1,O,MSC,,62,RDR_FUL_20,RDR,CN,20,FUL,,,34,1
34,1,O,MSC,,34,RSOB_FUL_40,RSOB,CN,40,FUL,,,34,1
34,1,O,MSC,,27,TSM_MT_45,TSM,CN,45,MT,,Y,34,1
34,1,V,,,28,TTL_HCV,,HCV,,,,,34,1
34,1,C,,Q01,1100,TTL_MOVES,,,,,,,34,1
34,1,C,,Q02,1100,TTL_MOVES,,,,,,,34,1
35,1,O,YML,,263,LOAD_MT_20,LOAD,CN,20,MT,S,,35,1
35,1,O,YML,,276,DISC_FUL_20,DISC,CN,20,FUL,S,,35,1
35,1,O,YML,,59,RDR_MT_45,RDR,CN,45,MT,,,35,1
35,1,O,YML,,33,RSOB_FUL_45,RSOB,CN,45,FUL,D,,35,1
35,1,O,YML,,26,TSM_FUL_45,TSM,CN,45,FUL,D,Y,35,1
35,1,O,HLC,,788,LOAD_FUL_20,LOAD,CN,20,FUL,D,,35,1
35,1,O,HLC,,827,DISC_FUL_45,DISC,CN,45,FUL,,,35,1
35,1,O,HLC,,177,RDR_FUL_45,RDR,CN,45,FUL,D,,35,1
35,1,O,HLC,,98,RSOB_FUL_45,RSOB,CN,45,FUL,D,,35,1
35,1,O,HLC,,79,TSM_FUL_45,TSM,CN,45,FUL,,Y,35,1
35,1,O,HLC,,1,MCR_FUL_40,MCR,CN,40,FUL,,,35,1
35,1,O,WHL,,328,LOAD_FUL_40,LOAD,CN,40,FUL,S,,35,1
35,1,O,WHL,,344,DISC_FUL_45,DISC,CN,45,FUL,S,,35,1
35,1,O,WHL,,74,RDR_FUL_45,RDR,CN,45,FUL,D,,35,1
35,1,O,WHL,,41,RSOB_FUL_45,RSOB,CN,45,FUL,D,,35,1
35,1,O,WHL,,33,TSM_FUL_40,TSM,CN,40,FUL,S,Y,35,1
35,1,O,MSK,,1312,LOAD_MT_45,LOAD,CN,45,MT,D,,35,1
35,1,O,MSK,,1378,DISC_FUL_20,DISC,CN,20,FUL,S,,35,1
35,1,O,MSK,,295,RDR_FUL_45,RDR,CN,45,FUL,D,,35,1
35,1,O,MSK,,164,RSOB_FUL_20,RSOB,CN,20,FUL,,,35,1
35,1,O,MSK,,131,TSM_FUL_40,TSM,CN,40,FUL,S,Y,35,1
35,1,O,MSK,,1,MCR_FUL_40,MCR,CN,40,FUL,,,35,1
35,1,V,,,78,TTL_HCV,,HCV,,,,,35,1
35,1,C,,Q01,972,TTL_MOVES,,,,,,,35,1
35,1,C,,Q02,972,TTL_MOVES,,,,,,,35,1
35,1,C,,Q03,973,TTL_MOVES,,,,,,,35,1
35,1,C,,Q04,973,TTL_MOVES,,,,,,,35,1
35,1,C,,Q05,972,TTL_MOVES,,,,,,,35,1
35,1,C,,Q06,972,TTL_MOVES,,,,,,,35,1
35,1,C,,Q07,972,TTL_MOVES,,,,,,,35,1
36,1,O,WHL,,430,LOAD_FUL_45,LOAD,CN,45,FUL,,,36,1
36,1,O,WHL,,452,DISC_FUL_40,DISC,CN,40,FUL,,Y,36,1
36,1,O,WHL,,97,RDR_FUL_40,RDR,CN,40,FUL,,,36,1
36,1,O,WHL,,54,RSOB_FUL_45,RSOB,CN,45,FUL,S,,36,1
36,1,O,WHL,,42,TSM_FUL_40,TSM,CN,40,FUL,S,Y,36,1
36,1,O,HLC,,1031,LOAD_MT_40,LOAD,CN,40,MT,,,36,1
36,1,O,HLC,,1083,DISC_FUL_45,DISC,CN,45,FUL,D,,36,1
36,1,O,HLC,,232,RDR_FUL_40,RDR,CN,40,FUL,S,,36,1
36,1,O,HLC,,129,RSOB_FUL_20,RSOB,CN,20,FUL,,,36,1
36,1,O,HLC,,103,TSM_FUL_20,TSM,CN,20,FUL,S,Y,36,1
36,1,O,ONE,,1031,LOAD_MT_40,LOAD,CN,40,MT,,,36,1
36,1,O,ONE,,1083,DISC_FUL_20,DISC,CN,20,FUL,D,,36,1
36,1,O,ONE,,232,RDR_FUL_20,RDR,CN,20,FUL,D,,36,1
36,1,O,ONE,,129,RSOB_FUL_20,RSOB,CN,20,FUL,,,36,1
36,1,O,ONE,,103,TSM_FUL_45,TSM,CN,45,FUL,,Y,36,1
36,1,V,,,146,TTL_HCV,,HCV,,,,,36,1
36,1,C,,Q01,2126,TTL_MOVES,,,,,,,36,1
36,1,C,,Q02,2125,TTL_MOVES,,,,,,,36,1
36,1,C,,Q03,2126,TTL_MOVES,,,,,,,36,1
37,1,O,OOL,,518,LOAD_MT_45,LOAD,CN,45,MT,S,Y,37,1
37,1,O,OOL,,543,DISC_FUL_20,DISC,CN,20,FUL,S,,37,1
37,1,O,OOL,,116,RDR_MT_20,RDR,CN,20,MT,,,37,1
37,1,O,OOL,,65,RSOB_FUL_45,RSOB,CN,45,FUL,D,,37,1
37,1,O,OOL,,52,TSM_FUL_20,TSM,CN,20,FUL,S,Y,37,1
37,1,O,ONE,,621,LOAD_FUL_45,LOAD,CN,45,FUL,,,37,1
37,1,O,ONE,,652,DISC_FUL_40,DISC,CN,40,FUL,D,Y,37,1
37,1,O,ONE,,140,RDR_FUL_45,RDR,CN,45,FUL,D,,37,1
37,1,O,ONE,,78,RSOB_FUL_45,RSOB,CN,45,FUL,D,,37,1
37,1,O,ONE,,62,TSM_FUL_45,TSM,CN,45,FUL,S,Y,37,1
37,1,O,HMM,,311,LOAD_FUL_40,LOAD,CN,40,FUL,D,,37,1
37,1,O,HMM,,326,DISC_MT_20,DISC,CN,20,MT,S,,37,1
37,1,O,HMM,,70,RDR_FUL_40,RDR,CN,40,FUL,D,,37,1
37,1,O,HMM,,39,RSOB_FUL_20,RSOB,CN,20,FUL,,,37,1
37,1,O,HMM,,31,TSM_FUL_45,TSM,CN,45,FUL,S,Y,37,1
37,1,O,EMC,,517,LOAD_FUL_20,LOAD,CN,20,FUL,D,,37,1
37,1,O,EMC,,543,DISC_FUL_45,DISC,CN,45,FUL,D,,37,1
37,1,O,EMC,,116,RDR_FUL_20,RDR,CN,20,FUL,,,37,1
37,1,O,EMC,,65,RSOB_FUL_45,RSOB,CN,45,FUL,D,,37,1
37,1,O,EMC,,52,TSM_FUL_20,TSM,CN,20,FUL,D,Y,37,1
37,1,O,YML,,207,LOAD_FUL_40,LOAD,CN,40,FUL,,,37,1
37,1,O,YML,,217,DISC_FUL_45,DISC,CN,45,FUL,D,,37,1
37,1,O,YML,,47,RDR_FUL_20,RDR,CN,20,FUL,D,,37,1
37,1,O,YML,,26,RSOB_FUL_20,RSOB,CN,20,FUL,S,,37,1
37,1,O,YML,,20,TSM_MT_45,TSM,CN,45,MT,S,Y,37,1
37,1,O,WHL,,258,LOAD_FUL_45,LOAD,CN,45,FUL,,,37,1
37,1,O,WHL,,271,DISC_FUL_40,DISC,CN,40,FUL,D,Y,37,1
37,1,O,WHL,,58,RDR_MT_20,RDR,CN,20,MT,,,37,1
37,1,O,WHL,,32,RSOB_MT_20,RSOB,CN,20,MT,S,,37,1
37,1,O,WHL,,26,TSM_FUL_45,TSM,CN,45,FUL,,Y,37,1
37,1,O,WHL,,1,MCR_FUL_40,MCR,CN,40,FUL,S,,37,1
37,1,V,,,269,TTL_HCV,,HCV,,,,,37,1
37,1,C,,Q01,1270,TTL_MOVES,,,,,,,37,1
37,1,C,,Q02,1270,TTL_MOVES,,,,,,,37,1
37,1,C,,Q03,1269,TTL_MOVES,,,,,,,37,1
37,1,C,,Q04,1270,TTL_MOVES,,,,,,,37,1
37,1,C,,Q05,1270,TTL_MOVES,,,,,,,37,1
38,1,O,HMM,,249,LOAD_MT_40,LOAD,CN,40,MT,D,,38,1
38,1,O,HMM,,262,DISC_FUL_45,DISC,CN,45,FUL,D,Y,38,1
38,1,O,HMM,,56,RDR_FUL_40,RDR,CN,40,FUL,D,,38,1
38,1,O,HMM,,31,RSOB_FUL_40,RSOB,CN,40,FUL,,,38,1
38,1,O,HMM,,25,TSM_MT_45,TSM,CN,45,MT,,Y,38,1
38,1,O,OOL,,415,LOAD_MT_20,LOAD,CN,20,MT,S,,38,1
38,1,O,OOL,,436,DISC_FUL_45,DISC,CN,45,FUL,D,,38,1
38,1,O,OOL,,93,RDR_FUL_45,RDR,CN,45,FUL,S,,38,1
38,1,O,OOL,,52,RSOB_MT_45,RSOB,CN,45,MT,D,,38,1
38,1,O,OOL,,42,TSM_MT_40,TSM,CN,40,MT,,Y,38,1
38,1,O,CMA,,124,LOAD_FUL_40,LOAD,CN,40,FUL,S,,38,1
38,1,O,CMA,,131,DISC_FUL_45,DISC,CN,45,FUL,D,,38,1
38,1,O,CMA,,28,RDR_FUL_40,RDR,CN,40,FUL,,,38,1
38,1,O,CMA,,16,RSOB_MT_40,RSOB,CN,40,MT,,,38,1
38,1,O,CMA,,12,TSM_FUL_45,TSM,CN,45,FUL,S,Y,38,1
38,1,O,ONE,,498,LOAD_FUL_40,LOAD,CN,40,FUL,,,38,1
38,1,O,ONE,,523,DISC_FUL_45,DISC,CN,45,FUL,D,,38,1
38,1,O,ONE,,112,RDR_FUL_45,RDR,CN,45,FUL,D,,38,1
38,1,O,ONE,,62,RSOB_FUL_20,RSOB,CN,20,FUL,S,,38,1
38,1,O,ONE,,50,TSM_FUL_20,TSM,CN,20,FUL,S,Y,38,1
38,1,O,HLC,,498,LOAD_FUL_40,LOAD,CN,40,FUL,S,Y,38,1
38,1,O,HLC,,523,DISC_MT_45,DISC,CN,45,MT,,,38,1
38,1,O,HLC,,112,RDR_FUL_40,RDR,CN,40,FUL,D,,38,1
38,1,O,HLC,,62,RSOB_FUL_40,RSOB,CN,40,FUL,,,38,1
38,1,O,HLC,,50,TSM_MT_40,TSM,CN,40,MT,,Y,38,1
38,1,V,,,195,TTL_HCV,,HCV,,,,,38,1
38,1,C,,Q01,1552,TTL_MOVES,,,,,,,38,1
38,1,C,,Q02,1552,TTL_MOVES,,,,,,,38,1
38,1,C,,Q03,1553,TTL_MOVES,,,,,,,38,1
39,1,O,YML,,51,LOAD_FUL_20,LOAD,CN,20,FUL,D,,39,1
39,1,O,YML,,54,DISC_FUL_20,DISC,CN,20,FUL,D,,39,1
39,1,O,YML,,12,RDR_MT_45,RDR,CN,45,MT,,,39,1
39,1,O,YML,,6,RSOB_FUL_40,RSOB,CN,40,FUL,S,,39,1
39,1,O,YML,,5,TSM_MT_20,TSM,CN,20,MT,S,Y,39,1
39,1,O,HLC,,154,LOAD_FUL_20,LOAD,CN,20,FUL,,Y,39,1
39,1,O,HLC,,161,DISC_FUL_40,DISC,CN,40,FUL,D,,39,1
39,1,O,HLC,,35,RDR_FUL_40,RDR,CN,40,FUL,D,,39,1
39,1,O,HLC,,19,RSOB_FUL_20,RSOB,CN,20,FUL,S,,39,1
39,1,O,HLC,,15,TSM_FUL_20,TSM,CN,20,FUL,,Y,39,1
39,1,O,ONE,,154,LOAD_FUL_20,LOAD,CN,20,FUL,D,,39,1
39,1,O,ONE,,161,DISC_MT_45,DISC,CN,45,MT,D,,39,1
39,1,O,ONE,,35,RDR_FUL_45,RDR,CN,45,FUL,D,,39,1
39,1,O,ONE,,19,RSOB_MT_20,RSOB,CN,20,MT,D,,39,1
39,1,O,ONE,,15,TSM_FUL_40,TSM,CN,40,FUL,S,Y,39,1
39,1,O,EMC,,128,LOAD_MT_40,LOAD,CN,40,MT,S,Y,39,1
39,1,O,EMC,,134,DISC_MT_45,DISC,CN,45,MT,D,,39,1
39,1,O,EMC,,29,RDR_FUL_40,RDR,CN,40,FUL,,,39,1
39,1,O,EMC,,16,RSOB_FUL_45,RSOB,CN,45,FUL,S,,39,1
39,1,O,EMC,,13,TSM_MT_20,TSM,CN,20,MT,S,Y,39,1
39,1,O,MSC,,230,LOAD_MT_45,LOAD,CN,45,MT,D,Y,39,1
39,1,O,MSC,,242,DISC_MT_40,DISC,CN,40,MT,,,39,1
39,1,O,MSC,,52,RDR_FUL_20,RDR,CN,20,FUL,S,,39,1
39,1,O,MSC,,29,RSOB_FUL_40,RSOB,CN,40,FUL,,,39,1
39,1,O,MSC,,22,TSM_FUL_45,TSM,CN,45,FUL,D,Y,39,1
39,1,V,,,33,TTL_HCV,,HCV,,,,,39,1
39,1,C,,Q01,608,TTL_MOVES,,,,,,,39,1
39,1,C,,Q02,608,TTL_MOVES,,,,,,,39,1
39,1,C,,Q03,608,TTL_MOVES,,,,,,,39,1
40,1,O,EMC,,180,LOAD_FUL_45,LOAD,CN,45,FUL,D,,40,1
40,1,O,EMC,,189,DISC_MT_20,DISC,CN,20,MT,S,Y,40,1
40,1,O,EMC,,41,RDR_FUL_45,RDR,CN,45,FUL,S,,40,1
40,1,O,EMC,,23,RSOB_FUL_20,RSOB,CN,20,FUL,D,,40,1
40,1,O,EMC,,18,TSM_FUL_20,TSM,CN,20,FUL,S,Y,40,1
40,1,O,MSK,,360,LOAD_MT_20,LOAD,CN,20,MT,S,,40,1
40,1,O,MSK,,378,DISC_MT_20,DISC,CN,20,MT,,,40,1
40,1,O,MSK,,81,RDR_MT_45,RDR,CN,45,MT,S,,40,1
40,1,O,MSK,,45,RSOB_FUL_20,RSOB,CN,20,FUL,,,40,1
40,1,O,MSK,,36,TSM_MT_20,TSM,CN,20,MT,D,Y,40,1
40,1,O,HLC,,216,LOAD_MT_45,LOAD,CN,45,MT,,,40,1
40,1,O,HLC,,227,DISC_MT_20,DISC,CN,20,MT,D,,40,1
40,1,O,HLC,,49,RDR_FUL_20,RDR,CN,20,FUL,S,,40,1
40,1,O,HLC,,27,RSOB_FUL_20,RSOB,CN,20,FUL,D,,40,1
40,1,O,HLC,,21,TSM_MT_45,TSM,CN,45,MT,,Y,40,1
40,1,O,YML,,72,LOAD_MT_45,LOAD,CN,45,MT,S,,40,1
40,1,O,YML,,76,DISC_FUL_20,DISC,CN,20,FUL,S,,40,1
40,1,O,YML,,16,RDR_FUL_20,RDR,CN,20,FUL,S,,40,1
40,1,O,YML,,9,RSOB_FUL_40,RSOB,CN,40,FUL,D,,40,1
40,1,O,YML,,7,TSM_FUL_20,TSM,CN,20,FUL,D,Y,40,1
40,1,O,OOL,,180,LOAD_FUL_40,LOAD,CN,40,FUL,,,40,1
40,1,O,OOL,,189,DISC_FUL_20,DISC,CN,20,FUL,S,Y,40,1
40,1,O,OOL,,40,RDR_FUL_45,RDR,CN,45,FUL,S,,40,1
40,1,O,OOL,,22,RSOB_FUL_20,RSOB,CN,20,FUL,,,40,1
40,1,O,OOL,,18,TSM_MT_45,TSM,CN,45,MT,,Y,40,1
40,1,O,OOL,,1,MCR_FUL_40,MCR,CN,40,FUL,,,40,1
40,1,O,ONE,,216,LOAD_MT_40,LOAD,CN,40,MT,S,,40,1
40,1,O,ONE,,227,DISC_FUL_20,DISC,CN,20,FUL,D,,40,1
40,1,O,ONE,,49,RDR_FUL_20,RDR,CN,20,FUL,D,,40,1
40,1,O,ONE,,27,RSOB_FUL_20,RSOB,CN,20,FUL,S,,40,1
40,1,O,ONE,,21,TSM_FUL_40,TSM,CN,40,FUL,S,Y,40,1
40,1,V,,,141,TTL_HCV,,HCV,,,,,40,1
40,1,C,,Q01,1601,TTL_MOVES,,,,,,,40,1
40,1,C,,Q02,1601,TTL_MOVES,,,,,,,40,1
41,1,O,HLC,,214,LOAD_MT_20,LOAD,CN,20,MT,D,,41,1
41,1,O,HLC,,225,DISC_FUL_20,DISC,CN,20,FUL,S,,41,1
41,1,O,HLC,,48,RDR_FUL_40,RDR,CN,40,FUL,,,41,1
41,1,O,HLC,,27,RSOB_FUL_40,RSOB,CN,40,FUL,,,41,1
41,1,O,HLC,,21,TSM_MT_45,TSM,CN,45,MT,,Y,41,1
41,1,O,MSC,,321,LOAD_FUL_20,LOAD,CN,20,FUL,D,,41,1
41,1,O,MSC,,337,DISC_MT_20,DISC,CN,20,MT,S,,41,1
41,1,O,MSC,,72,RDR_FUL_20,RDR,CN,20,FUL,D,,41,1
41,1,O,MSC,,40,RSOB_FUL_45,RSOB,CN,45,FUL,S,,41,1
41,1,O,MSC,,32,TSM_FUL_40,TSM,CN,40,FUL,D,Y,41,1
41,1,O,HMM,,107,LOAD_MT_20,LOAD,CN,20,MT,,,41,1
41,1,O,HMM,,112,DISC_FUL_20,DISC,CN,20,FUL,D,,41,1
41,1,O,HMM,,24,RDR_FUL_20,RDR,CN,20,FUL,,,41,1
41,1,O,HMM,,13,RSOB_FUL_20,RSOB,CN,20,FUL,D,,41,1
41,1,O,HMM,,11,TSM_FUL_20,TSM,CN,20,FUL,,Y,41,1
41,1,V,,,55,TTL_HCV,,HCV,,,,,41,1
41,1,C,,Q01,414,TTL_MOVES,,,,,,,41,1
41,1,C,,Q02,415,TTL_MOVES,,,,,,,41,1
41,1,C,,Q03,415,TTL_MOVES,,,,,,,41,1
41,1,C,,Q04,415,TTL_MOVES,,,,,,,41,1
42,1,O,HMM,,327,LOAD_FUL_20,LOAD,CN,20,FUL,D,,42,1
42,1,O,HMM,,344,DISC_MT_20,DISC,CN,20,MT,S,,42,1
42,1,O,HMM,,74,RDR_FUL_45,RDR,CN,45,FUL,S,,42,1
42,1,O,HMM,,41,RSOB_FUL_20,RSOB,CN,20,FUL,S,,42,1
42,1,O,HMM,,32,TSM_FUL_20,TSM,CN,20,FUL,S,Y,42,1
42,1,O,HLC,,654,LOAD_FUL_40,LOAD,CN,40,FUL,S,,42,1
42,1,O,HLC,,687,DISC_FUL_45,DISC,CN,45,FUL,,,42,1
42,1,O,HLC,,147,RDR_FUL_20,RDR,CN,20,FUL,D,,42,1
42,1,O,HLC,,82,RSOB_MT_45,RSOB,CN,45,MT,D,,42,1
42,1,O,HLC,,65,TSM_FUL_20,TSM,CN,20,FUL,,Y,42,1
42,1,O,EMC,,544,LOAD_FUL_20,LOAD,CN,20,FUL,S,,42,1
42,1,O,EMC,,572,DISC_FUL_20,DISC,CN,20,FUL,,,42,1
42,1,O,EMC,,122,RDR_FUL_45,RDR,CN,45,FUL,,,42,1
42,1,O,EMC,,68,RSOB_FUL_45,RSOB,CN,45,FUL,S,,42,1
42,1,O,EMC,,54,TSM_FUL_40,TSM,CN,40,FUL,D,Y,42,1
42,1,O,EMC,,1,MCR_FUL_40,MCR,CN,40,FUL,D,,42,1
42,1,O,CMA,,163,LOAD_FUL_20,LOAD,CN,20,FUL,S,Y,42,1
42,1,O,CMA,,171,DISC_FUL_45,DISC,CN,45,FUL,D,,42,1
42,1,O,CMA,,37,RDR_MT_40,RDR,CN,40,MT,,,42,1
42,1,O,CMA,,20,RSOB_FUL_45,RSOB,CN,45,FUL,,,42,1
42,1,O,CMA,,16,TSM_FUL_45,TSM,CN,45,FUL,D,Y,42,1
42,1,O,CMA,,1,MCR_FUL_20,MCR,CN,20,FUL,D,,42,1
42,1,O,MSK,,1089,LOAD_MT_20,LOAD,CN,20,MT,,,42,1
42,1,O,MSK,,1144,DISC_FUL_45,DISC,CN,45,FUL,S,,42,1
42,1,O,MSK,,245,RDR_MT_40,RDR,CN,40,MT,D,,42,1
42,1,O,MSK,,136,RSOB_FUL_40,RSOB,CN,40,FUL,D,,42,1
42,1,O,MSK,,109,TSM_FUL_40,TSM,CN,40,FUL,,Y,42,1
42,1,V,,,329,TTL_HCV,,HCV,,,,,42,1
42,1,C,,Q01,1039,TTL_MOVES,,,,,,,42,1
42,1,C,,Q02,1039,TTL_MOVES,,,,,,,42,1
42,1,C,,Q03,1040,TTL_MOVES,,,,,,,42,1
42,1,C,,Q04,1039,TTL_MOVES,,,,,,,42,1
42,1,C,,Q05,1039,TTL_MOVES,,,,,,,42,1
42,1,C,,Q06,1039,TTL_MOVES,,,,,,,42,1
42,1,C,,Q07,1039,TTL_MOVES,,,,,,,42,1
43,1,O,ONE,,1429,LOAD_FUL_45,LOAD,CN,45,FUL,,Y,43,1
43,1,O,ONE,,1501,DISC_FUL_20,DISC,CN,20,FUL,,,43,1
43,1,O,ONE,,322,RDR_FUL_45,RDR,CN,45,FUL,D,,43,1
43,1,O,ONE,,179,RSOB_FUL_45,RSOB,CN,45,FUL,D,,43,1
43,1,O,ONE,,142,TSM_FUL_20,TSM,CN,20,FUL,S,Y,43,1
43,1,O,OOL,,1191,LOAD_FUL_40,LOAD,CN,40,FUL,D,,43,1
43,1,O,OOL,,1251,DISC_FUL_45,DISC,CN,45,FUL,,,43,1
43,1,O,OOL,,268,RDR_FUL_45,RDR,CN,45,FUL,,,43,1
43,1,O,OOL,,149,RSOB_FUL_45,RSOB,CN,45,FUL,,,43,1
43,1,O,OOL,,119,TSM_FUL_45,TSM,CN,45,FUL,D,Y,43,1
43,1,O,WHL,,596,LOAD_FUL_40,LOAD,CN,40,FUL,,Y,43,1
43,1,O,WHL,,625,DISC_FUL_20,DISC,CN,20,FUL,D,Y,43,1
43,1,O,WHL,,134,RDR_FUL_20,RDR,CN,20,FUL,D,,43,1
43,1,O,WHL,,74,RSOB_FUL_40,RSOB,CN,40,FUL,,,43,1
43,1,O,WHL,,60,TSM_MT_45,TSM,CN,45,MT,,Y,43,1
43,1,O,YML,,476,LOAD_FUL_40,LOAD,CN,40,FUL,,,43,1
43,1,O,YML,,500,DISC_FUL_20,DISC,CN,20,FUL,,,43,1
43,1,O,YML,,107,RDR_FUL_45,RDR,CN,45,FUL,S,,43,1
43,1,O,YML,,60,RSOB_FUL_45,RSOB,CN,45,FUL,D,,43,1
43,1,O,YML,,47,TSM_MT_20,TSM,CN,20,MT,D,Y,43,1
43,1,V,,,140,TTL_HCV,,HCV,,,,,43,1
43,1,C,,Q01,1874,TTL_MOVES,,,,,,,43,1
43,1,C,,Q02,1874,TTL_MOVES,,,,,,,43,1
43,1,C,,Q03,1874,TTL_MOVES,,,,,,,43,1
43,1,C,,Q04,1874,TTL_MOVES,,,,,,,43,1
43,1,C,,Q05,1874,TTL_MOVES,,,,,,,43,1
44,1,O,CMA,,145,LOAD_FUL_45,LOAD,CN,45,FUL,,,44,1
44,1,O,CMA,,152,DISC_FUL_40,DISC,CN,40,FUL,D,,44,1
44,1,O,CMA,,33,RDR_FUL_20,RDR,CN,20,FUL,D,,44,1
44,1,O,CMA,,18,RSOB_FUL_20,RSOB,CN,20,FUL,S,,44,1
44,1,O,CMA,,15,TSM_FUL_45,TSM,CN,45,FUL,S,Y,44,1
44,1,O,OOL,,484,LOAD_FUL_45,LOAD,CN,45,FUL,S,,44,1
44,1,O,OOL,,508,DISC_FUL_40,DISC,CN,40,FUL,S,,44,1
44,1,O,OOL,,109,RDR_FUL_20,RDR,CN,20,FUL,S,,44,1
44,1,O,OOL,,60,RSOB_MT_40,RSOB,CN,40,MT,,,44,1
44,1,O,OOL,,48,TSM_MT_20,TSM,CN,20,MT,S,Y,44,1
44,1,O,OOL,,1,MCR_FUL_20,MCR,CN,20,FUL,S,,44,1
44,1,O,WHL,,242,LOAD_FUL_40,LOAD,CN,40,FUL,D,Y,44,1
44,1,O,WHL,,254,DISC_FUL_40,DISC,CN,40,FUL,S,,44,1
44,1,O,WHL,,54,RDR_FUL_20,RDR,CN,20,FUL,D,,44,1
44,1,O,WHL,,30,RSOB_MT_45,RSOB,CN,45,MT,S,,44,1
44,1,O,WHL,,24,TSM_MT_45,TSM,CN,45,MT,,Y,44,1
44,1,O,WHL,,1,MCR_FUL_45,MCR,CN,45,FUL,,,44,1
44,1,O,MSC,,871,LOAD_FUL_40,LOAD,CN,40,FUL,D,,44,1
44,1,O,MSC,,915,DISC_FUL_40,DISC,CN,40,FUL,,,44,1
44,1,O,MSC,,196,RDR_FUL_45,RDR,CN,45,FUL,D,,44,1
44,1,O,MSC,,109,RSOB_FUL_20,RSOB,CN,20,FUL,,,44,1
44,1,O,MSC,,87,TSM_FUL_20,TSM,CN,20,FUL,,Y,44,1
44,1,O,YML,,194,LOAD_FUL_45,LOAD,CN,45,FUL,,,44,1
44,1,O,YML,,203,DISC_FUL_40,DISC,CN,40,FUL,,,44,1
44,1,O,YML,,44,RDR_FUL_45,RDR,CN,45,FUL,S,,44,1
44,1,O,YML,,24,RSOB_FUL_40,RSOB,CN,40,FUL,D,,44,1
44,1,O,YML,,19,TSM_FUL_20,TSM,CN,20,FUL,D,Y,44,1
44,1,O,EMC,,484,LOAD_MT_45,LOAD,CN,45,MT,,,44,1
44,1,O,EMC,,508,DISC_MT_40,DISC,CN,40,MT,,,44,1
44,1,O,EMC,,109,RDR_FUL_20,RDR,CN,20,FUL,D,,44,1
44,1,O,EMC,,60,RSOB_FUL_40,RSOB,CN,40,FUL,,,44,1
44,1,O,EMC,,48,TSM_MT_40,TSM,CN,40,MT,S,Y,44,1
44,1,V,,,283,TTL_HCV,,HCV,,,,,44,1
44,1,C,,Q01,1583,TTL_MOVES,,,,,,,44,1
44,1,C,,Q02,1583,TTL_MOVES,,,,,,,44,1
44,1,C,,Q03,1583,TTL_MOVES,,,,,,,44,1
44,1,C,,Q04,1583,TTL_MOVES,,,,,,,44,1
